loc_id,title,date,description,subject,location,permalink,image_url,local_path,combined_text
2023861910,[Unidentified] [11],,"(Three sketches of dresses; one with short sleeves, one with puffed sleeves, and one with no sleeves. A skirt design. Also a design of a green dress, with buttons down the torso, red stockings, and a green head scarf.) Costume design for Females with attached white fabric swatch n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database.",drawings,,http://www.loc.gov/item/2023861910/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200154720:musihas-200154720.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/2023861910__Unidentified_ _11_.jpg,"[Unidentified] [11]. (Three sketches of dresses; one with short sleeves, one with puffed sleeves, and one with no sleeves. A skirt design. Also a design of a green dress, with buttons down the torso, red stockings, and a green head scarf.) Costume design for Females with attached white fabric swatch n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database. drawings"
2023861911,[Unidentified] [12],,"n.d. Set design portraying a neighborhood with pastel-colored buildings and a blue cloudy sky For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database.",drawings,,http://www.loc.gov/item/2023861911/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200154721:musihas-200154721.0001/full/pct:12.5/0/default.jpg,data/raw/loc/images/2023861911__Unidentified_ _12_.jpg,"[Unidentified] [12]. n.d. Set design portraying a neighborhood with pastel-colored buildings and a blue cloudy sky For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database. drawings"
2023861901,[Unidentified] [2],,"(Red and white striped shirt, black ribbon tie, white stirrup pants, black and white striped stockings, black shoes) Costume design for Male n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database.",drawings,,http://www.loc.gov/item/2023861901/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200154711:musihas-200154711.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/2023861901__Unidentified_ _2_.jpg,"[Unidentified] [2]. (Red and white striped shirt, black ribbon tie, white stirrup pants, black and white striped stockings, black shoes) Costume design for Male n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database. drawings"
2023861904,[Unidentified] [5],,"(Red, green, and yellow scarf, white blouse, black bodice, white apron with yellow and green stripes, red skirt) Costume design for Female with attached red fabric swatch n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database.",drawings,,http://www.loc.gov/item/2023861904/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200154714:musihas-200154714.0001/full/pct:12.5/0/default.jpg,data/raw/loc/images/2023861904__Unidentified_ _5_.jpg,"[Unidentified] [5]. (Red, green, and yellow scarf, white blouse, black bodice, white apron with yellow and green stripes, red skirt) Costume design for Female with attached red fabric swatch n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database. drawings"
2023861905,[Unidentified] [6],,"(White blouse with red, yellow, and blue ribbons on the sleeves, black bodice, white apron with yellow, green, red, blue, and black stripes, green skirt) Costume design for Female with attached green fabric swatch n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database.",drawings,,http://www.loc.gov/item/2023861905/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200154715:musihas-200154715.0001/full/pct:12.5/0/default.jpg,data/raw/loc/images/2023861905__Unidentified_ _6_.jpg,"[Unidentified] [6]. (White blouse with red, yellow, and blue ribbons on the sleeves, black bodice, white apron with yellow, green, red, blue, and black stripes, green skirt) Costume design for Female with attached green fabric swatch n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database. drawings"
2023861906,[Unidentified] [7],,"(White blouse with purple, yellow, red, and green ribbons on the sleeves, black bodice, white apron with green, red, yellow, and black stripes, purple skirt) Costume design for Female with attached purple fabric swatch n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database.",drawings,,http://www.loc.gov/item/2023861906/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200154716:musihas-200154716.0001/full/pct:12.5/0/default.jpg,data/raw/loc/images/2023861906__Unidentified_ _7_.jpg,"[Unidentified] [7]. (White blouse with purple, yellow, red, and green ribbons on the sleeves, black bodice, white apron with green, red, yellow, and black stripes, purple skirt) Costume design for Female with attached purple fabric swatch n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database. drawings"
2023861907,[Unidentified] [8],,"(White blouse with yellow, red, and blue ribbons on the sleeves, black bodice, white apron with yellow, blue, and red stripes, red skirt) Costume design for Female with attached gold fabric swatch and red fabric swatch n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database.",drawings,,http://www.loc.gov/item/2023861907/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200154717:musihas-200154717.0001/full/pct:12.5/0/default.jpg,data/raw/loc/images/2023861907__Unidentified_ _8_.jpg,"[Unidentified] [8]. (White blouse with yellow, red, and blue ribbons on the sleeves, black bodice, white apron with yellow, blue, and red stripes, red skirt) Costume design for Female with attached gold fabric swatch and red fabric swatch n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database. drawings"
2023861909,[Unidentified] [10],,"(Pink head scarf, green dress with black buttons down the torso, white apron, red stockings, and black shoes) Costume design for Female showing the front and rear view of the costume. Green fabric swatch attached. n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database.",drawings,,http://www.loc.gov/item/2023861909/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200154719:musihas-200154719.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/2023861909__Unidentified_ _10_.jpg,"[Unidentified] [10]. (Pink head scarf, green dress with black buttons down the torso, white apron, red stockings, and black shoes) Costume design for Female showing the front and rear view of the costume. Green fabric swatch attached. n.d. For information about this resource, refer to finding aid available at https://hdl.loc.gov/loc.music/eadmus.mu023015 Record created through migration from the Performing Arts Encyclopedia Database. drawings"
musihas.200217795,[Unidentified Production: Eight Unidentified Characters in Large Ball Gowns],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217795/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217795:musihas-200217795.0001/full/pct:3.125/0/default.jpg,data/raw/loc/images/musihas.200217795__Unidentified Production_ Eight Unidenti.jpg,[Unidentified Production: Eight Unidentified Characters in Large Ball Gowns].  theater | costume designs | united states
musftpphotoprints.200224581,Miscellaneous Marionettes Unidentified,1934,,theater | photographic prints | united states,,http://www.loc.gov/item/musftpphotoprints.200224581/,https://tile.loc.gov/image-services/iiif/public:music:musftpphotoprints-200224581:musftpphotoprints-200224581.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musftpphotoprints.200224581_Miscellaneous Marionettes Unidentified.jpg,Miscellaneous Marionettes Unidentified.  theater | photographic prints | united states
musihas.200217741,[Patience: unidentified character],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217741/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217741:musihas-200217741.0001/full/pct:3.125/0/default.jpg,data/raw/loc/images/musihas.200217741__Patience_ unidentified character_.jpg,[Patience: unidentified character].  theater | costume designs | united states
musihas.200217793,[Unidentified Production: Cat],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217793/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217793:musihas-200217793.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musihas.200217793__Unidentified Production_ Cat_.jpg,[Unidentified Production: Cat].  theater | costume designs | united states
musftpphotoprints.200224525,Unidentified Portraits--Duplicate,1934,,theater | photographic prints | united states | photographic prints - portraits,,http://www.loc.gov/item/musftpphotoprints.200224525/,https://tile.loc.gov/image-services/iiif/public:music:musftpphotoprints-200224525:musftpphotoprints-200224525.0001/full/pct:12.5/0/default.jpg,data/raw/loc/images/musftpphotoprints.200224525_Unidentified Portraits--Duplicate.jpg,Unidentified Portraits--Duplicate.  theater | photographic prints | united states | photographic prints - portraits
musihas.200217785,[Unidentified Production: Accordion],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217785/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217785:musihas-200217785.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musihas.200217785__Unidentified Production_ Accordion_.jpg,[Unidentified Production: Accordion].  theater | costume designs | united states
musihas.200217661,[Circus: unidentified character],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217661/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217661:musihas-200217661.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musihas.200217661__Circus_ unidentified character_.jpg,[Circus: unidentified character].  theater | costume designs | united states
musihas.200217797,[Unidentified Production: Puppeter],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217797/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217797:musihas-200217797.0001/full/pct:3.125/0/default.jpg,data/raw/loc/images/musihas.200217797__Unidentified Production_ Puppeter_.jpg,[Unidentified Production: Puppeter].  theater | costume designs | united states
2014647473,"[Unidentified soldier in Union uniform, unidentified woman, and unidentified baby]",1861,"1 photograph : hand-colored ambrotype ; plate 81 x 69 mm (sixth plate format), case 94 x 81 mm.",ambrotypes | army | group portraits | infants | women | people | history | portrait photographs | soldiers | union | united states | military uniforms | civil war | families | military personnel,united states,http://www.loc.gov/item/2014647473/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/38300/38355_150px.jpg#h=150&w=132,data/raw/loc/images/2014647473__Unidentified soldier in Union uniform_ .jpg,"[Unidentified soldier in Union uniform, unidentified woman, and unidentified baby]. 1 photograph : hand-colored ambrotype ; plate 81 x 69 mm (sixth plate format), case 94 x 81 mm. ambrotypes | army | group portraits | infants | women | people | history | portrait photographs | soldiers | union | united states | military uniforms | civil war | families | military personnel"
musftpphotoprints.200224923,[Unidentified productions w/puppets],,,theater | photographic prints | united states,,http://www.loc.gov/item/musftpphotoprints.200224923/,https://tile.loc.gov/image-services/iiif/public:music:musftpphotoprints-200224923:musftpphotoprints-200224923.0001/full/pct:1.5625/0/default.jpg,data/raw/loc/images/musftpphotoprints.200224923__Unidentified productions w_puppets_.jpg,[Unidentified productions w/puppets].  theater | photographic prints | united states
musftpsets.200217984,[Swing It: Unidentified Props],1934,,theater | united states | set designs,,http://www.loc.gov/item/musftpsets.200217984/,https://tile.loc.gov/image-services/iiif/public:music:musftpsets-200217984:musftpsets-200217984.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musftpsets.200217984__Swing It_ Unidentified Props_.jpg,[Swing It: Unidentified Props].  theater | united states | set designs
musftpsets.200218031,[Unidentified Production C: Church],1934,,theater | united states | set designs,,http://www.loc.gov/item/musftpsets.200218031/,https://tile.loc.gov/image-services/iiif/public:music:musftpsets-200218031:musftpsets-200218031.0001/full/pct:3.125/0/default.jpg,data/raw/loc/images/musftpsets.200218031__Unidentified Production C_ Church_.jpg,[Unidentified Production C: Church].  theater | united states | set designs
musftpsets.200218075,[Unidentified Production: CCC Curtain],1934,,theater | united states | set designs,,http://www.loc.gov/item/musftpsets.200218075/,https://tile.loc.gov/image-services/iiif/public:music:musftpsets-200218075:musftpsets-200218075.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musftpsets.200218075__Unidentified Production_ CCC Curtain_.jpg,[Unidentified Production: CCC Curtain].  theater | united states | set designs
musftpsets.200218200,"[Unidentified Production: U4, Curtains]",1934,,theater | united states | set designs,,http://www.loc.gov/item/musftpsets.200218200/,https://tile.loc.gov/image-services/iiif/public:music:musftpsets-200218200:musftpsets-200218200.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musftpsets.200218200__Unidentified Production_ U4_ Curtains_.jpg,"[Unidentified Production: U4, Curtains].  theater | united states | set designs"
musftpsets.200218208,"[Unidentified Production: U10, Columns]",1934,,theater | united states | set designs,,http://www.loc.gov/item/musftpsets.200218208/,https://tile.loc.gov/image-services/iiif/public:music:musftpsets-200218208:musftpsets-200218208.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musftpsets.200218208__Unidentified Production_ U10_ Columns_.jpg,"[Unidentified Production: U10, Columns].  theater | united states | set designs"
musftpsets.200218210,"[Unidentified Production: U12, Taxi]",1934,,theater | united states | set designs,,http://www.loc.gov/item/musftpsets.200218210/,https://tile.loc.gov/image-services/iiif/public:music:musftpsets-200218210:musftpsets-200218210.0001/full/pct:12.5/0/default.jpg,data/raw/loc/images/musftpsets.200218210__Unidentified Production_ U12_ Taxi_.jpg,"[Unidentified Production: U12, Taxi].  theater | united states | set designs"
musftpsets.200217812,[Ask Dad: Unidentified Scenery],1934,,theater | united states | set designs,,http://www.loc.gov/item/musftpsets.200217812/,https://tile.loc.gov/image-services/iiif/public:music:musftpsets-200217812:musftpsets-200217812.0001/full/pct:3.125/0/default.jpg,data/raw/loc/images/musftpsets.200217812__Ask Dad_ Unidentified Scenery_.jpg,[Ask Dad: Unidentified Scenery].  theater | united states | set designs
musftpsets.200217971,[Seamen's Ballad: Unidentified Interior],1934,,theater | united states | set designs,,http://www.loc.gov/item/musftpsets.200217971/,https://tile.loc.gov/image-services/iiif/public:music:musftpsets-200217971:musftpsets-200217971.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musftpsets.200217971__Seamen_s Ballad_ Unidentified Interior_.jpg,[Seamen's Ballad: Unidentified Interior].  theater | united states | set designs
musihas.200217721,[Mary Stuart: unidentified character],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217721/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217721:musihas-200217721.0001/full/pct:3.125/0/default.jpg,data/raw/loc/images/musihas.200217721__Mary Stuart_ unidentified character_.jpg,[Mary Stuart: unidentified character].  theater | costume designs | united states
musihas.200217742,[Patience: unidentified character 2],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217742/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217742:musihas-200217742.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musihas.200217742__Patience_ unidentified character 2_.jpg,[Patience: unidentified character 2].  theater | costume designs | united states
musihas.200217769,[Twelfth Night: unidentified character],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217769/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217769:musihas-200217769.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musihas.200217769__Twelfth Night_ unidentified character_.jpg,[Twelfth Night: unidentified character].  theater | costume designs | united states
musihas.200217784,[Unidentified Production: Miss Brenner],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217784/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217784:musihas-200217784.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musihas.200217784__Unidentified Production_ Miss Brenner_.jpg,[Unidentified Production: Miss Brenner].  theater | costume designs | united states
musihas.200217794,[Unidentified Production: Spain Costume],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217794/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217794:musihas-200217794.0001/full/pct:3.125/0/default.jpg,data/raw/loc/images/musihas.200217794__Unidentified Production_ Spain Costume_.jpg,[Unidentified Production: Spain Costume].  theater | costume designs | united states
musihas.200217635,[Aladdin: unidentified character 1],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217635/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217635:musihas-200217635.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musihas.200217635__Aladdin_ unidentified character 1_.jpg,[Aladdin: unidentified character 1].  theater | costume designs | united states
musihas.200217640,[Black Empire: unidentified character],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217640/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217640:musihas-200217640.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musihas.200217640__Black Empire_ unidentified character_.jpg,[Black Empire: unidentified character].  theater | costume designs | united states
musihas.200217662,[Circus: unidentified character 2],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217662/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217662:musihas-200217662.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musihas.200217662__Circus_ unidentified character 2_.jpg,[Circus: unidentified character 2].  theater | costume designs | united states
musihas.200217663,[Circus: unidentified character 3],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217663/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217663:musihas-200217663.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musihas.200217663__Circus_ unidentified character 3_.jpg,[Circus: unidentified character 3].  theater | costume designs | united states
musihas.200217665,[Circus: unidentified character 4],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217665/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217665:musihas-200217665.0001/full/pct:6.25/0/default.jpg,data/raw/loc/images/musihas.200217665__Circus_ unidentified character 4_.jpg,[Circus: unidentified character 4].  theater | costume designs | united states
musihas.200217720,[Lysistrata: unidentified characters (8)],1934,,theater | costume designs | united states,,http://www.loc.gov/item/musihas.200217720/,https://tile.loc.gov/image-services/iiif/public:music:musihas-200217720:musihas-200217720.0001/full/pct:3.125/0/default.jpg,data/raw/loc/images/musihas.200217720__Lysistrata_ unidentified characters (8).jpg,[Lysistrata: unidentified characters (8)].  theater | costume designs | united states
2016820244,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820244/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18411_150px.jpg#h=121&w=150,data/raw/loc/images/2016820244__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2016820245,[Unidentified],1909-01-01,1 negative : glass ; 4 x 5 in. or smaller,glass negatives,,http://www.loc.gov/item/2016820245/,https://tile.loc.gov/storage-services/service/pnp/npcc/18400/18412_150px.jpg#h=120&w=150,data/raw/loc/images/2016820245__Unidentified_.jpg,[Unidentified]. 1 negative : glass ; 4 x 5 in. or smaller glass negatives
2018695134,[Unidentified],1940-01-01,1 print : [process not identified] ; sheet 92 x 122 cm. or less.,prints,,http://www.loc.gov/item/2018695134/,https://tile.loc.gov/storage-services/service/pnp/ppmsca/44400/44483_150px.jpg#h=150&w=124,data/raw/loc/images/2018695134__Unidentified_.jpg,[Unidentified]. 1 print : [process not identified] ; sheet 92 x 122 cm. or less. prints
2018670482,[Unidentified],1860,"1 negative : glass, wet collodion.",civil war | history | united states | glass negatives | portrait photographs,united states,http://www.loc.gov/item/2018670482/,https://tile.loc.gov/storage-services/service/pnp/cwpb/07600/07633_150px.jpg#h=150&w=100,data/raw/loc/images/2018670482__Unidentified_.jpg,"[Unidentified]. 1 negative : glass, wet collodion. civil war | history | united states | glass negatives | portrait photographs"
2018670483,[Unidentified],1860,"1 negative : glass, wet collodion.",civil war | history | united states | glass negatives | portrait photographs,united states,http://www.loc.gov/item/2018670483/,https://tile.loc.gov/storage-services/service/pnp/cwpb/07600/07634_150px.jpg#h=150&w=101,data/raw/loc/images/2018670483__Unidentified_.jpg,"[Unidentified]. 1 negative : glass, wet collodion. civil war | history | united states | glass negatives | portrait photographs"
2018670486,[Unidentified],1860,"1 negative : glass, wet collodion.",civil war | history | united states | glass negatives | portrait photographs,united states,http://www.loc.gov/item/2018670486/,https://tile.loc.gov/storage-services/service/pnp/cwpb/07600/07637_150px.jpg#h=150&w=68,data/raw/loc/images/2018670486__Unidentified_.jpg,"[Unidentified]. 1 negative : glass, wet collodion. civil war | history | united states | glass negatives | portrait photographs"
2019704949,[Unidentified],1925-01-01,1 negative : safety film ; 5 x 7 in.,safety film negatives,,http://www.loc.gov/item/2019704949/,https://tile.loc.gov/storage-services/service/pnp/matpc/14700/14746_150px.jpg#h=109&w=150,data/raw/loc/images/2019704949__Unidentified_.jpg,[Unidentified]. 1 negative : safety film ; 5 x 7 in. safety film negatives
2019709965,[Unidentified],1934-01-01,1 negative : nitrate ; 4 x 5 in.,nitrate negatives,,http://www.loc.gov/item/2019709965/,https://tile.loc.gov/storage-services/service/pnp/matpc/19100/19195_150px.jpg#h=106&w=150,data/raw/loc/images/2019709965__Unidentified_.jpg,[Unidentified]. 1 negative : nitrate ; 4 x 5 in. nitrate negatives
